last_date,location_type,location_id,location_name,metric_id,category,metric_name,attribute,unit,value,source_description,
2020-03-17,LGA,14870,Lithgow (C),2_104,Bushfire Impact,,Houses damaged/destroyed,,21 / 54,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-03-17,LGA,14870,Lithgow (C),2_105,Bushfire Impact,,Outbuildings damaged/destroyed,,64 / 122,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-12,LGA,14870,Lithgow (C),3_101,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,A (individual),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,14870,Lithgow (C),3_102,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,B (public assests),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,14870,Lithgow (C),3_103,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,C (community),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,14870,Lithgow (C),3_104,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,D (exceptional),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-08-20,LGA,14870,Lithgow (C),3_105,Human and Social Recovery,LGA Grants Program,Support received,$,"$1,416,667 ",LGA support status NBRA analysis,
2020-08-02,LGA,14870,Lithgow (C),3_106,Human and Social Recovery,Australian Government Disaster Recovery Allowance (DRA),Applications approved (no.),number,27,Services Australia,
2020-08-02,LGA,14870,Lithgow (C),3_107,Human and Social Recovery,Australian Government Disaster Recovery Allowance (DRA),Applications approved ($),$,"$170,794 ",Services Australia,
2020-08-02,LGA,14870,Lithgow (C),3_108,Human and Social Recovery,Australian Government Disaster Recovery Payments (AGDRP),Applications approved (no.),number,"5,279",Services Australia,
2020-08-02,LGA,14870,Lithgow (C),3_109,Human and Social Recovery,Australian Government Disaster Recovery Payments (AGDRP),Applications approved ($),$,"$6,074,700 ",Services Australia,
2020-08-02,LGA,14870,Lithgow (C),3_110,Human and Social Recovery,Additional payment for children,Applications approved (no.),number,"2,074",Services Australia,
2020-08-02,LGA,14870,Lithgow (C),3_111,Human and Social Recovery,Additional payment for children,Applications approved ($),$,"$829,600 ",Services Australia,
2020-09-02,LGA,14870,Lithgow (C),4_101,Economic Recovery,"Small business support grants ($10,000)",Applications approved (no.),number,362,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-02,LGA,14870,Lithgow (C),4_102,Economic Recovery,"Small business support grants ($10,000)",Applications approved ($),$,"$3,620,000 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,14870,Lithgow (C),4_103,Economic Recovery,"Small business grants ($50,000)",Applications approved (no.),number,39,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,14870,Lithgow (C),4_104,Economic Recovery,"Small business grants ($50,000)",Applications approved ($),$,"$935,277 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-08-30,LGA,14870,Lithgow (C),4_105,Economic Recovery,Primary producer grants,Applications approved (no.),number,10,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-08-30,LGA,14870,Lithgow (C),4_106,Economic Recovery,Primary producer grants,Applications approved ($),$,"$497,500 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-08-30,LGA,14870,Lithgow (C),4_107,Economic Recovery,Concessional loans,Applications approved ($),$,"$437,000 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2018-12-31,LGA,15240,Mid-Coast (A),1_101,Local Government Area Profile,,Total people (no.),number,"93,836","ABS Cat No 3218.0 – Regional Population Growth, Australia, 2018-19",
2016-06-01,LGA,15240,Mid-Coast (A),1_102,Local Government Area Profile,,Main towns,,"Forster - Tuncurry (19,918), Taree (18,117), Bulahdelah (1,111)",ABS Census of Population and Housing 2016,
2018-12-31,LGA,15240,Mid-Coast (A),1_103,Local Government Area Profile,,Aboriginal and Torres Strait Islander Peoples (%),%,6.20%,"ABS Cat No 1410.0 - Data by Region, 2013-18; Aboriginal and Torres Strait Islander Peoples - Census",
2017-06-30,LGA,15240,Mid-Coast (A),1_104,Local Government Area Profile,,Median Age of Earners,years,51,"ABS Cat No. 6524.0.55.002 - Personal Income in Australia, 2011-12 to 2016-17",
2018-06-30,LGA,15240,Mid-Coast (A),1_105,Local Government Area Profile,,Median Income ($),$,"$36,360 ","ABS Cat No. 6524.0.55.002 - Personal Income in Australia, 2011-12 to 2016-17",
2019-12-01,LGA,15240,Mid-Coast (A),1_106,Local Government Area Profile,,Unemployment rate (%),%,7.00%,"Department of Education, Skills and Employment Small Area Labour Markets publication, December quarter 2019 – data missing for some LGAs)",
2016-12-31,LGA,15240,Mid-Coast (A),1_107,Local Government Area Profile,,"SEIFA Decile (1-10, 1 = most disadvantaged)",decile,3,"2033.0.55.001 - Census of Population and Housing: Socio-Economic Indexes for Areas (SEIFA), Australia, 2016",
2019-06-01,LGA,15240,Mid-Coast (A),1_108,Local Government Area Profile,,Total businesses,count,"6,773","8165.0 - Counts of Australian Businesses, including Entries and Exits, June 2015 to June 2019",
2019-06-01,LGA,15240,Mid-Coast (A),1_109,Local Government Area Profile,,Small business,count,"6,665","8165.0 - Counts of Australian Businesses, including Entries and Exits, June 2015 to June 2019",
2016-12-31,LGA,15240,Mid-Coast (A),1_110,Local Government Area Profile,,1st largest industry,,Health care and social assistance,"ABS Census of Popluation and Housing, 2016",
2016-12-31,LGA,15240,Mid-Coast (A),1_111,Local Government Area Profile,,2nd largest industry,,Retail trade,"ABS Census of Popluation and Housing, 2016",
2016-12-31,LGA,15240,Mid-Coast (A),1_112,Local Government Area Profile,,3rd largest industry,,Construction,"ABS Census of Popluation and Housing, 2016",
2016-06-30,LGA,15240,Mid-Coast (A),1_113,Local Government Area Profile,,1st highest value product,,Livestock slaughtered and other disposals,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2016-06-30,LGA,15240,Mid-Coast (A),1_114,Local Government Area Profile,,2nd highest value product,,Livestock products,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2016-06-30,LGA,15240,Mid-Coast (A),1_115,Local Government Area Profile,,3rd highest value product,,"Nurseries, cut flowers or cultivated turf","7121.0 - Agricultural Comoddities, Australia, 2015-16",
2020-05-15,LGA,15240,Mid-Coast (A),2_101,Bushfire Impact,,Total area affected,,"2,371 sq km (24% of LGA)","Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-05-15,LGA,15240,Mid-Coast (A),2_102,Bushfire Impact,,Bushland and forests affected,,792 sq km (26% of bushland and forests),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-05-15,LGA,15240,Mid-Coast (A),2_103,Bushfire Impact,,Agricultural land affected,,353 sq km (10% of agricultural land),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-03-17,LGA,15240,Mid-Coast (A),2_104,Bushfire Impact,,Houses damaged/destroyed,,67 / 125,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-03-17,LGA,15240,Mid-Coast (A),2_105,Bushfire Impact,,Outbuildings damaged/destroyed,,129 / 271,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-12,LGA,15240,Mid-Coast (A),3_101,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,A (individual),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,15240,Mid-Coast (A),3_102,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,B (public assests),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,15240,Mid-Coast (A),3_103,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,C (community),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,15240,Mid-Coast (A),3_104,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,D (exceptional),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-08-20,LGA,15240,Mid-Coast (A),3_105,Human and Social Recovery,LGA Grants Program,Support received,$,"$225,000 ",LGA support status NBRA analysis,
2020-08-02,LGA,15240,Mid-Coast (A),3_106,Human and Social Recovery,Australian Government Disaster Recovery Allowance (DRA),Applications approved (no.),number,37,Services Australia,
2020-08-02,LGA,15240,Mid-Coast (A),3_107,Human and Social Recovery,Australian Government Disaster Recovery Allowance (DRA),Applications approved ($),$,"$378,609 ",Services Australia,
2020-08-02,LGA,15240,Mid-Coast (A),3_108,Human and Social Recovery,Australian Government Disaster Recovery Payments (AGDRP),Applications approved (no.),number,"12,719",Services Australia,
2020-08-02,LGA,15240,Mid-Coast (A),3_109,Human and Social Recovery,Australian Government Disaster Recovery Payments (AGDRP),Applications approved ($),$,"$15,030,600 ",Services Australia,
2020-08-02,LGA,15240,Mid-Coast (A),3_110,Human and Social Recovery,Additional payment for children,Applications approved (no.),number,"5,887",Services Australia,
2020-08-02,LGA,15240,Mid-Coast (A),3_111,Human and Social Recovery,Additional payment for children,Applications approved ($),$,"$2,354,800 ",Services Australia,
2020-09-02,LGA,15240,Mid-Coast (A),4_101,Economic Recovery,"Small business support grants ($10,000)",Applications approved (no.),number,923,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-02,LGA,15240,Mid-Coast (A),4_102,Economic Recovery,"Small business support grants ($10,000)",Applications approved ($),$,"$9,230,000 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,15240,Mid-Coast (A),4_103,Economic Recovery,"Small business grants ($50,000)",Applications approved (no.),number,60,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,15240,Mid-Coast (A),4_104,Economic Recovery,"Small business grants ($50,000)",Applications approved ($),$,"$1,550,486 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-08-30,LGA,15240,Mid-Coast (A),4_105,Economic Recovery,Primary producer grants,Applications approved (no.),number,62,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-08-30,LGA,15240,Mid-Coast (A),4_106,Economic Recovery,Primary producer grants,Applications approved ($),$,"$3,547,405 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-08-30,LGA,15240,Mid-Coast (A),4_107,Economic Recovery,Concessional loans,Applications approved ($),$,"$382,500 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2018-12-31,LGA,15270,Mid-Western Regional (A),1_101,Local Government Area Profile,,Total people (no.),number,"25,251","ABS Cat No 3218.0 – Regional Population Growth, Australia, 2018-19",
2016-06-01,LGA,15270,Mid-Western Regional (A),1_102,Local Government Area Profile,,Main towns,,"Mudgee (10,966), Gulgong (1,956), Kandos (1,261)",ABS Census of Population and Housing 2016,
2018-12-31,LGA,15270,Mid-Western Regional (A),1_103,Local Government Area Profile,,Aboriginal and Torres Strait Islander Peoples (%),%,5.40%,"ABS Cat No 1410.0 - Data by Region, 2013-18; Aboriginal and Torres Strait Islander Peoples - Census",
2017-06-30,LGA,15270,Mid-Western Regional (A),1_104,Local Government Area Profile,,Median Age of Earners,years,45,"ABS Cat No. 6524.0.55.002 - Personal Income in Australia, 2011-12 to 2016-17",
2018-06-30,LGA,15270,Mid-Western Regional (A),1_105,Local Government Area Profile,,Median Income ($),$,"$42,931 ","ABS Cat No. 6524.0.55.002 - Personal Income in Australia, 2011-12 to 2016-17",
2019-12-01,LGA,15270,Mid-Western Regional (A),1_106,Local Government Area Profile,,Unemployment rate (%),%,3.40%,"Department of Education, Skills and Employment Small Area Labour Markets publication, December quarter 2019 – data missing for some LGAs)",
2016-12-31,LGA,15270,Mid-Western Regional (A),1_107,Local Government Area Profile,,"SEIFA Decile (1-10, 1 = most disadvantaged)",decile,5,"2033.0.55.001 - Census of Population and Housing: Socio-Economic Indexes for Areas (SEIFA), Australia, 2016",
2019-06-01,LGA,15270,Mid-Western Regional (A),1_108,Local Government Area Profile,,Total businesses,count,"2,536","8165.0 - Counts of Australian Businesses, including Entries and Exits, June 2015 to June 2019",
2019-06-01,LGA,15270,Mid-Western Regional (A),1_109,Local Government Area Profile,,Small business,count,"2,498","8165.0 - Counts of Australian Businesses, including Entries and Exits, June 2015 to June 2019",
2016-12-31,LGA,15270,Mid-Western Regional (A),1_110,Local Government Area Profile,,1st largest industry,,Mining,"ABS Census of Popluation and Housing, 2016",
2016-12-31,LGA,15270,Mid-Western Regional (A),1_111,Local Government Area Profile,,2nd largest industry,,Retail trade,"ABS Census of Popluation and Housing, 2016",
2016-12-31,LGA,15270,Mid-Western Regional (A),1_112,Local Government Area Profile,,3rd largest industry,,Health care and social assistance,"ABS Census of Popluation and Housing, 2016",
2016-06-30,LGA,15270,Mid-Western Regional (A),1_113,Local Government Area Profile,,1st highest value product,,Livestock slaughtered and other disposals,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2016-06-30,LGA,15270,Mid-Western Regional (A),1_114,Local Government Area Profile,,2nd highest value product,,Livestock products,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2016-06-30,LGA,15270,Mid-Western Regional (A),1_115,Local Government Area Profile,,3rd highest value product,,Broadacre crops,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2020-05-15,LGA,15270,Mid-Western Regional (A),2_101,Bushfire Impact,,Total area affected,,806 sq km (9% of LGA),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-05-15,LGA,15270,Mid-Western Regional (A),2_102,Bushfire Impact,,Bushland and forests affected,,389 sq km (21% of bushland and forests),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-05-15,LGA,15270,Mid-Western Regional (A),2_103,Bushfire Impact,,Agricultural land affected,,255 sq km (4% of agricultural land),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-03-17,LGA,15270,Mid-Western Regional (A),2_104,Bushfire Impact,,Houses damaged/destroyed,, 10 / 3,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-03-17,LGA,15270,Mid-Western Regional (A),2_105,Bushfire Impact,,Outbuildings damaged/destroyed,,13 / 3,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-12,LGA,15270,Mid-Western Regional (A),3_101,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,A (individual),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,15270,Mid-Western Regional (A),3_102,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,B (public assests),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,15270,Mid-Western Regional (A),3_103,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,C (community),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,15270,Mid-Western Regional (A),3_104,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,D (exceptional),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-08-20,LGA,15270,Mid-Western Regional (A),3_105,Human and Social Recovery,LGA Grants Program,Support received,$,"$1,416,667 ",LGA support status NBRA analysis,
2020-08-02,LGA,15270,Mid-Western Regional (A),3_106,Human and Social Recovery,Australian Government Disaster Recovery Allowance (DRA),Applications approved (no.),number,< 20,Services Australia,
2020-08-02,LGA,15270,Mid-Western Regional (A),3_107,Human and Social Recovery,Australian Government Disaster Recovery Allowance (DRA),Applications approved ($),$,"$28,617 ",Services Australia,
2020-08-02,LGA,15270,Mid-Western Regional (A),3_108,Human and Social Recovery,Australian Government Disaster Recovery Payments (AGDRP),Applications approved (no.),number,402,Services Australia,
2020-08-02,LGA,15270,Mid-Western Regional (A),3_109,Human and Social Recovery,Australian Government Disaster Recovery Payments (AGDRP),Applications approved ($),$,"$469,600 ",Services Australia,
2020-08-02,LGA,15270,Mid-Western Regional (A),3_110,Human and Social Recovery,Additional payment for children,Applications approved (no.),number,174,Services Australia,
2020-08-02,LGA,15270,Mid-Western Regional (A),3_111,Human and Social Recovery,Additional payment for children,Applications approved ($),$,"$69,600 ",Services Australia,
2020-09-02,LGA,15270,Mid-Western Regional (A),4_101,Economic Recovery,"Small business support grants ($10,000)",Applications approved (no.),number,110,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-02,LGA,15270,Mid-Western Regional (A),4_102,Economic Recovery,"Small business support grants ($10,000)",Applications approved ($),$,"$1,100,000 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,15270,Mid-Western Regional (A),4_103,Economic Recovery,"Small business grants ($50,000)",Applications approved (no.),number,11,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,15270,Mid-Western Regional (A),4_104,Economic Recovery,"Small business grants ($50,000)",Applications approved ($),$,"$223,262 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-08-30,LGA,15270,Mid-Western Regional (A),4_105,Economic Recovery,Primary producer grants,Applications approved (no.),number,23,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-08-30,LGA,15270,Mid-Western Regional (A),4_106,Economic Recovery,Primary producer grants,Applications approved ($),$,"$1,369,216 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-08-30,LGA,15270,Mid-Western Regional (A),4_107,Economic Recovery,Concessional loans,Applications approved ($),$,"$220,000 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2018-12-31,LGA,15650,Muswellbrook (A),1_101,Local Government Area Profile,,Total people (no.),number,"16,377","ABS Cat No 3218.0 – Regional Population Growth, Australia, 2018-19",
2016-06-01,LGA,15650,Muswellbrook (A),1_102,Local Government Area Profile,,Main towns,,"Muswellbrook (10,404), Denman (699)",ABS Census of Population and Housing 2016,
2018-12-31,LGA,15650,Muswellbrook (A),1_103,Local Government Area Profile,,Aboriginal and Torres Strait Islander Peoples (%),%,8.30%,"ABS Cat No 1410.0 - Data by Region, 2013-18; Aboriginal and Torres Strait Islander Peoples - Census",
2017-06-30,LGA,15650,Muswellbrook (A),1_104,Local Government Area Profile,,Median Age of Earners,years,42,"ABS Cat No. 6524.0.55.002 - Personal Income in Australia, 2011-12 to 2016-17",
2018-06-30,LGA,15650,Muswellbrook (A),1_105,Local Government Area Profile,,Median Income ($),$,"$51,411 ","ABS Cat No. 6524.0.55.002 - Personal Income in Australia, 2011-12 to 2016-17",
2019-12-01,LGA,15650,Muswellbrook (A),1_106,Local Government Area Profile,,Unemployment rate (%),%,5.90%,"Department of Education, Skills and Employment Small Area Labour Markets publication, December quarter 2019 – data missing for some LGAs)",
2016-12-31,LGA,15650,Muswellbrook (A),1_107,Local Government Area Profile,,"SEIFA Decile (1-10, 1 = most disadvantaged)",decile,3,"2033.0.55.001 - Census of Population and Housing: Socio-Economic Indexes for Areas (SEIFA), Australia, 2016",
2019-06-01,LGA,15650,Muswellbrook (A),1_108,Local Government Area Profile,,Total businesses,count,"1,019","8165.0 - Counts of Australian Businesses, including Entries and Exits, June 2015 to June 2019",
2019-06-01,LGA,15650,Muswellbrook (A),1_109,Local Government Area Profile,,Small business,count,993,"8165.0 - Counts of Australian Businesses, including Entries and Exits, June 2015 to June 2019",
2016-12-31,LGA,15650,Muswellbrook (A),1_110,Local Government Area Profile,,1st largest industry,,Mining,"ABS Census of Popluation and Housing, 2016",
2016-12-31,LGA,15650,Muswellbrook (A),1_111,Local Government Area Profile,,2nd largest industry,,Retail trade,"ABS Census of Popluation and Housing, 2016",
2016-12-31,LGA,15650,Muswellbrook (A),1_112,Local Government Area Profile,,3rd largest industry,,Health care and social assistance,"ABS Census of Popluation and Housing, 2016",
2016-06-30,LGA,15650,Muswellbrook (A),1_113,Local Government Area Profile,,1st highest value product,,Livestock slaughtered and other disposals,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2016-06-30,LGA,15650,Muswellbrook (A),1_114,Local Government Area Profile,,2nd highest value product,,Livestock products,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2016-06-30,LGA,15650,Muswellbrook (A),1_115,Local Government Area Profile,,3rd highest value product,,Hay,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2020-05-15,LGA,15650,Muswellbrook (A),2_101,Bushfire Impact,,Total area affected,,914 sq km (27% of LGA),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-05-15,LGA,15650,Muswellbrook (A),2_102,Bushfire Impact,,Bushland and forests affected,,153 sq km (94% of bushland and forests),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-05-15,LGA,15650,Muswellbrook (A),2_103,Bushfire Impact,,Agricultural land affected,,0 sq km (0% of agricultural land),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-03-17,LGA,15650,Muswellbrook (A),2_104,Bushfire Impact,,Houses damaged/destroyed,,0 / 0,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-03-17,LGA,15650,Muswellbrook (A),2_105,Bushfire Impact,,Outbuildings damaged/destroyed,,0 / 0,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-12,LGA,15650,Muswellbrook (A),3_101,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,A (individual),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,15650,Muswellbrook (A),3_102,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,B (public assests),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,15650,Muswellbrook (A),3_103,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,C (community),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,15650,Muswellbrook (A),3_104,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,D (exceptional),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-08-20,LGA,15650,Muswellbrook (A),3_105,Human and Social Recovery,LGA Grants Program,Support received,$,$0 ,LGA support status NBRA analysis,
2020-08-02,LGA,15650,Muswellbrook (A),3_106,Human and Social Recovery,Australian Government Disaster Recovery Allowance (DRA),Applications approved (no.),number,0,Services Australia,
2020-08-02,LGA,15650,Muswellbrook (A),3_107,Human and Social Recovery,Australian Government Disaster Recovery Allowance (DRA),Applications approved ($),$,$0 ,Services Australia,
2020-08-02,LGA,15650,Muswellbrook (A),3_108,Human and Social Recovery,Australian Government Disaster Recovery Payments (AGDRP),Applications approved (no.),number,n/a,Services Australia,
2020-08-02,LGA,15650,Muswellbrook (A),3_109,Human and Social Recovery,Australian Government Disaster Recovery Payments (AGDRP),Applications approved ($),$,n/a,Services Australia,
2020-08-02,LGA,15650,Muswellbrook (A),3_110,Human and Social Recovery,Additional payment for children,Applications approved (no.),number,24,Services Australia,
2020-08-02,LGA,15650,Muswellbrook (A),3_111,Human and Social Recovery,Additional payment for children,Applications approved ($),$,"< 20,000",Services Australia,
2020-09-02,LGA,15650,Muswellbrook (A),4_101,Economic Recovery,"Small business support grants ($10,000)",Applications approved (no.),number,0,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-02,LGA,15650,Muswellbrook (A),4_102,Economic Recovery,"Small business support grants ($10,000)",Applications approved ($),$,$0 ,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,15650,Muswellbrook (A),4_103,Economic Recovery,"Small business grants ($50,000)",Applications approved (no.),number,0,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,15650,Muswellbrook (A),4_104,Economic Recovery,"Small business grants ($50,000)",Applications approved ($),$,$0 ,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-08-30,LGA,15650,Muswellbrook (A),4_105,Economic Recovery,Primary producer grants,Applications approved (no.),number,< 5,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-08-30,LGA,15650,Muswellbrook (A),4_106,Economic Recovery,Primary producer grants,Applications approved ($),$,"$150,000 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-08-30,LGA,15650,Muswellbrook (A),4_107,Economic Recovery,Concessional loans,Applications approved ($),$,$0 ,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2018-12-31,LGA,15700,Nambucca (A),1_101,Local Government Area Profile,,Total people (no.),number,"19,805","ABS Cat No 3218.0 – Regional Population Growth, Australia, 2018-19",
2016-06-01,LGA,15700,Nambucca (A),1_102,Local Government Area Profile,,Main towns,,"Nambucca Heads (6,314), Macksville (2,785), Valla Beach (1,313)",ABS Census of Population and Housing 2016,
2018-12-31,LGA,15700,Nambucca (A),1_103,Local Government Area Profile,,Aboriginal and Torres Strait Islander Peoples (%),%,7.60%,"ABS Cat No 1410.0 - Data by Region, 2013-18; Aboriginal and Torres Strait Islander Peoples - Census",
2017-06-30,LGA,15700,Nambucca (A),1_104,Local Government Area Profile,,Median Age of Earners,years,50,"ABS Cat No. 6524.0.55.002 - Personal Income in Australia, 2011-12 to 2016-17",
2018-06-30,LGA,15700,Nambucca (A),1_105,Local Government Area Profile,,Median Income ($),$,"$34,783 ","ABS Cat No. 6524.0.55.002 - Personal Income in Australia, 2011-12 to 2016-17",
2019-12-01,LGA,15700,Nambucca (A),1_106,Local Government Area Profile,,Unemployment rate (%),%,9.00%,"Department of Education, Skills and Employment Small Area Labour Markets publication, December quarter 2019 – data missing for some LGAs)",
2016-12-31,LGA,15700,Nambucca (A),1_107,Local Government Area Profile,,"SEIFA Decile (1-10, 1 = most disadvantaged)",decile,2,"2033.0.55.001 - Census of Population and Housing: Socio-Economic Indexes for Areas (SEIFA), Australia, 2016",
